SUBURB, id, month_year, total_offences
SOUTH BRIGHTON,1709,Aug-19,10
KINGSTON PARK,1720,Aug-19,1
SEACLIFF,1741,Aug-19,7
KILKENNY,175,Aug-19,36
SEACLIFF PARK,1753,Aug-19,7
SEAVIEW DOWNS,1765,Aug-19,28
BELLEVUE HEIGHTS,1777,Aug-19,3
EDEN HILLS,1788,Aug-19,7
ADELAIDE,18,Aug-19,609
BLACKWOOD,1800,Aug-19,11
COROMANDEL VALLEY,1811,Aug-19,2
CRAIGBURN FARM,1822,Aug-19,1
BELAIR,1842,Aug-19,1
GLENALTA,1854,Aug-19,5
HYDE PARK,1865,Aug-19,2
OTTOWAY,187,Aug-19,20
NEWTON,1877,Aug-19,20
DERNANCOURT,1889,Aug-19,15
PARADISE,1901,Aug-19,20
ATHELSTONE,1913,Aug-19,22
LOWER MITCHAM,1925,Aug-19,6
ROSE PARK,1941,Aug-19,4
HEATHPOOL,1952,Aug-19,2
KENSINGTON,1961,Aug-19,9
KENSINGTON GARDENS,1972,Aug-19,5
KENSINGTON PARK,1984,Aug-19,7
PENNINGTON,199,Aug-19,24
LEABROOK,1996,Aug-19,6
ST MORRIS,2019,Aug-19,1
TRINITY GARDENS,2030,Aug-19,4
COLLEGE PARK,2040,Aug-19,1
JOSLIN,2050,Aug-19,6
MARDEN,2060,Aug-19,17
PAYNEHAM,2072,Aug-19,15
PAYNEHAM SOUTH,2084,Aug-19,2
ROYSTON PARK,2095,Aug-19,6
AULDANA,2104,Aug-19,1
ROSEWATER,211,Aug-19,33
MAGILL,2113,Aug-19,24
ROSSLYN PARK,2125,Aug-19,4
EVANDALE,2135,Aug-19,2
HACKNEY,2147,Aug-19,8
MAYLANDS,2159,Aug-19,7
ST PETERS,2171,Aug-19,10
STEPNEY,2183,Aug-19,10
FELIXSTOW,2195,Aug-19,11
FIRLE,2207,Aug-19,2
GLYNDE,2219,Aug-19,11
WINGFIELD,223,Aug-19,24
MITCHAM,2231,Aug-19,4
TORRENS PARK,2261,Aug-19,9
EASTWOOD,2273,Aug-19,8
FREWVILLE,2286,Aug-19,8
FULLARTON,2298,Aug-19,11
HIGHGATE,2309,Aug-19,2
PARKSIDE,2320,Aug-19,13
GLEN OSMOND,2332,Aug-19,8
GLENUNGA,2344,Aug-19,9
MYRTLE BANK,2358,Aug-19,2
ALBERT PARK,236,Aug-19,6
ST GEORGES,2368,Aug-19,1
URRBRAE,2376,Aug-19,1
DULWICH,2386,Aug-19,2
GLENSIDE,2398,Aug-19,25
LINDEN PARK,2410,Aug-19,3
TOORAK GARDENS,2422,Aug-19,6
TUSMORE,2433,Aug-19,7
BEAUMONT,2443,Aug-19,1
BURNSIDE,2453,Aug-19,1
HAZELWOOD PARK,2474,Aug-19,2
ALBERTON,248,Aug-19,18
STONYFELL,2484,Aug-19,1
WATERFALL GULLY,2489,Aug-19,1
BEULAH PARK,2504,Aug-19,4
KENT TOWN,2516,Aug-19,21
NORWOOD,2528,Aug-19,37
BEDFORD PARK,2540,Aug-19,13
CLOVELLY PARK,2553,Aug-19,5
PASADENA,2565,Aug-19,5
ST MARYS,2577,Aug-19,20
TONSLEY,2589,Aug-19,7
CHELTENHAM,260,Aug-19,18
ASCOT PARK,2600,Aug-19,13
MARION,2612,Aug-19,25
PARA VISTA,2624,Aug-19,14
VALLEY VIEW,2636,Aug-19,20
CAVAN,2648,Aug-19,21
DRY CREEK,2660,Aug-19,29
GEPPS CROSS,2672,Aug-19,20
MAWSON LAKES,2684,Aug-19,88
COLLINSWOOD,2697,Aug-19,4
GILBERTON,2709,Aug-19,8
HENDON,272,Aug-19,5
MEDINDIE,2721,Aug-19,7
MEDINDIE GARDENS,2731,Aug-19,1
NORTHFIELD,2740,Aug-19,23
NORTHGATE,2752,Aug-19,7
GILLES PLAINS,2767,Aug-19,25
GREENACRES,2779,Aug-19,18
HAMPSTEAD GARDENS,2791,Aug-19,12
HILLCREST,2803,Aug-19,16
MANNINGHAM,2815,Aug-19,1
OAKDEN,2827,Aug-19,13
QUEENSTOWN,283,Aug-19,16
KLEMZIG,2839,Aug-19,23
SKYE,2851,Aug-19,1
TERINGIE,2859,Aug-19,2
WOODFORDE,2867,Aug-19,3
HECTORVILLE,2878,Aug-19,11
ROSTREVOR,2890,Aug-19,11
TRANMERE,2902,Aug-19,16
CAMPBELLTOWN,2914,Aug-19,21
NAILSWORTH,2926,Aug-19,20
SEFTON PARK,2938,Aug-19,15
ROYAL PARK,295,Aug-19,24
BLAIR ATHOL,2950,Aug-19,104
KILBURN,2962,Aug-19,82
CLEARVIEW,2975,Aug-19,16
ENFIELD,2987,Aug-19,39
LIGHTSVIEW,2999,Aug-19,16
NORTH ADELAIDE,30,Aug-19,39
WINDSOR GARDENS,3011,Aug-19,34
HOLDEN HILL,3023,Aug-19,27
HIGHBURY,3035,Aug-19,10
HOPE VALLEY,3047,Aug-19,31
BANKSIA PARK,3059,Aug-19,9
BIRKENHEAD,307,Aug-19,13
TEA TREE GULLY,3071,Aug-19,7
VISTA,3082,Aug-19,3
MODBURY,3092,Aug-19,91
MODBURY HEIGHTS,3104,Aug-19,22
MODBURY NORTH,3116,Aug-19,17
SAMPSON FLAT,3124,Aug-19,1
SMITHFIELD,3130,Aug-19,100
SMITHFIELD PLAINS,3142,Aug-19,41
ULEYBURY,3152,Aug-19,2
MUNNO PARA,3173,Aug-19,65
MUNNO PARA DOWNS,3184,Aug-19,1
ETHELTON,319,Aug-19,10
SALISBURY HEIGHTS,3195,Aug-19,12
SALISBURY PARK,3207,Aug-19,9
SALISBURY PLAIN,3219,Aug-19,22
BOLIVAR,3231,Aug-19,16
ELIZABETH VALE,3243,Aug-19,56
HILLBANK,3255,Aug-19,24
DAVOREN PARK,3267,Aug-19,77
ELIZABETH DOWNS,3290,Aug-19,70
ELIZABETH NORTH,3302,Aug-19,46
GLANVILLE,331,Aug-19,9
ELIZABETH PARK,3314,Aug-19,58
BURTON,3326,Aug-19,31
DIREK,3338,Aug-19,4
GLOBE DERBY PARK,3349,Aug-19,3
WATERLOO CORNER,3367,Aug-19,3
EDINBURGH,3378,Aug-19,6
ELIZABETH,3390,Aug-19,119
ELIZABETH EAST,3402,Aug-19,41
ELIZABETH GROVE,3414,Aug-19,17
ELIZABETH SOUTH,3426,Aug-19,73
ANGLE PARK,343,Aug-19,16
POORAKA,3438,Aug-19,59
GULFVIEW HEIGHTS,3450,Aug-19,4
PARA HILLS,3462,Aug-19,36
PARA HILLS WEST,3474,Aug-19,40
REDWOOD PARK,3486,Aug-19,15
RIDGEHAVEN,3498,Aug-19,21
ST AGNES,3510,Aug-19,21
INGLE FARM,3522,Aug-19,62
WALKLEY HEIGHTS,3534,Aug-19,2
PARAFIELD,3546,Aug-19,14
FERRYDEN PARK,355,Aug-19,27
SALISBURY SOUTH,3558,Aug-19,4
GREEN FIELDS,3569,Aug-19,7
PARAFIELD GARDENS,3579,Aug-19,98
PARALOWIE,3591,Aug-19,72
SALISBURY,3604,Aug-19,121
SALISBURY DOWNS,3616,Aug-19,91
SALISBURY NORTH,3628,Aug-19,68
BRAHMA LODGE,3640,Aug-19,24
SALISBURY EAST,3652,Aug-19,26
VALE PARK,3664,Aug-19,2
REGENCY PARK,367,Aug-19,12
WALKERVILLE,3676,Aug-19,20
FITZROY,3687,Aug-19,2
OVINGHAM,3697,Aug-19,2
PROSPECT,3710,Aug-19,104
THORNGATE,3722,Aug-19,12
BROADVIEW,3734,Aug-19,43
INGLEWOOD,3743,Aug-19,2
WILLASTON,3760,Aug-19,22
VIRGINIA,3780,Aug-19,14
ST CLAIR,379,Aug-19,32
GAWLER EAST,3793,Aug-19,9
GAWLER RIVER,3804,Aug-19,2
GAWLER SOUTH,3809,Aug-19,6
GAWLER WEST,3821,Aug-19,6
EYRE,3832,Aug-19,10
PENFIELD,3849,Aug-19,3
MUNNO PARA WEST,3859,Aug-19,1
MUNNO PARA WEST,3864,Aug-19,24
EVANSTON,3876,Aug-19,26
EVANSTON GARDENS,3888,Aug-19,6
EVANSTON PARK,3900,Aug-19,20
WOODVILLE,391,Aug-19,33
ANGLE VALE,3927,Aug-19,26
GAWLER,3945,Aug-19,38
GAWLER BELT,3957,Aug-19,7
ANDREWS FARM,3969,Aug-19,25
BLAKEVIEW,3981,Aug-19,50
CRAIGMORE,3993,Aug-19,28
GOULD CREEK,4004,Aug-19,2
ONE TREE HILL,4019,Aug-19,2
WOODVILLE PARK,403,Aug-19,17
WARD BELT,4035,Aug-19,3
PENFIELD GARDENS,4045,Aug-19,1
GOLDEN GROVE,4056,Aug-19,30
GREENWITH,4068,Aug-19,20
GREENWITH,4078,Aug-19,3
FAIRVIEW PARK,4084,Aug-19,10
SURREY DOWNS,4096,Aug-19,16
YATALA VALE,4107,Aug-19,2
WYNN VALE,4114,Aug-19,15
HOUGHTON,4124,Aug-19,1
SHEIDOW PARK,4141,Aug-19,19
TROTT PARK,4153,Aug-19,3
WOODVILLE SOUTH,416,Aug-19,21
BASKET RANGE,4169,Aug-19,2
LONGWOOD,4187,Aug-19,1
BRIDGEWATER,4193,Aug-19,1
BULL CREEK,4212,Aug-19,1
MACCLESFIELD,4215,Aug-19,3
SCOTT CREEK,4226,Aug-19,1
ALDGATE,4231,Aug-19,3
GREENHILL,4242,Aug-19,2
SUMMERTOWN,4246,Aug-19,2
URAIDLA,4250,Aug-19,1
WOODVILLE WEST,428,Aug-19,21
STIRLING,4288,Aug-19,9
ECHUNGA,4302,Aug-19,3
HEWETT,4312,Aug-19,4
HALLETT COVE,4340,Aug-19,17
O'HALLORAN HILL,4352,Aug-19,16
ALDINGA,4370,Aug-19,10
ALDINGA BEACH,4382,Aug-19,29
PORT WILLUNGA,4394,Aug-19,1
BOWDEN,44,Aug-19,17
ATHOL PARK,440,Aug-19,19
PORT NOARLUNGA,4406,Aug-19,14
FLAGSTAFF HILL,4422,Aug-19,13
HAPPY VALLEY,4434,Aug-19,18
LONSDALE,4446,Aug-19,18
OLD REYNELLA,4458,Aug-19,30
REYNELLA,4470,Aug-19,14
REYNELLA EAST,4482,Aug-19,7
PORT NOARLUNGA SOUTH,4494,Aug-19,15
NOARLUNGA CENTRE,4506,Aug-19,69
NOARLUNGA DOWNS,4518,Aug-19,26
MANSFIELD PARK,452,Aug-19,30
OLD NOARLUNGA,4533,Aug-19,17
MOANA,4545,Aug-19,6
SEAFORD,4557,Aug-19,53
ABERFOYLE PARK,4569,Aug-19,19
CLARENDON,4582,Aug-19,2
COROMANDEL EAST,4591,Aug-19,1
CHRISTIES BEACH,4598,Aug-19,63
O'SULLIVAN BEACH,4610,Aug-19,8
SEAFORD HEIGHTS,4622,Aug-19,2
SEAFORD MEADOWS,4634,Aug-19,29
WOODVILLE GARDENS,464,Aug-19,17
SEAFORD RISE,4646,Aug-19,19
MASLIN BEACH,4658,Aug-19,3
MCLAREN FLAT,4674,Aug-19,1
MCLAREN VALE,4681,Aug-19,15
TATACHILLA,4693,Aug-19,5
THE RANGE,4706,Aug-19,1
WILLUNGA,4717,Aug-19,6
PORT ELLIOT,4729,Aug-19,2
MIDDLETON,4741,Aug-19,8
SELLICKS BEACH,4753,Aug-19,1
WOODVILLE NORTH,476,Aug-19,16
NORMANVILLE,4764,Aug-19,5
SECOND VALLEY,4778,Aug-19,1
MOUNT COMPASS,4792,Aug-19,3
ENCOUNTER BAY,4804,Aug-19,4
HAYBOROUGH,4816,Aug-19,5
KUITPO,4842,Aug-19,3
MEADOWS,4849,Aug-19,2
HINDMARSH TIERS,4860,Aug-19,1
MYPONGA,4867,Aug-19,3
MYPONGA BEACH,4875,Aug-19,1
GILLMAN,488,Aug-19,3
YANKALILLA,4891,Aug-19,6
CARRICKALINGA,4904,Aug-19,1
MORPHETT VALE,4918,Aug-19,165
WOODCROFT,4930,Aug-19,24
HACKHAM,4942,Aug-19,38
HACKHAM WEST,4954,Aug-19,36
HUNTFIELD HEIGHTS,4966,Aug-19,18
ONKAPARINGA HILLS,4976,Aug-19,7
CHRISTIE DOWNS,4988,Aug-19,57
WELLAND,5,Aug-19,4
CASSINI,5003,Aug-19,1
CURRENCY CREEK,5012,Aug-19,1
AMATA,502,Aug-19,5
GOOLWA,5020,Aug-19,12
GOOLWA BEACH,5032,Aug-19,10
GOOLWA NORTH,5044,Aug-19,1
GOOLWA SOUTH,5054,Aug-19,1
INMAN VALLEY,5067,Aug-19,3
MCCRACKEN,5075,Aug-19,3
VICTOR HARBOR,5091,Aug-19,20
ANANGU PITJANTJATJARA YANKUNYTJATJARA,510,Aug-19,1
BROWNLOW KI,5119,Aug-19,3
PALMER,5123,Aug-19,1
BOLTO,5131,Aug-19,1
MILLBROOK,5155,Aug-19,1
CUDLEE CREEK,5172,Aug-19,2
GUMERACHA,5186,Aug-19,2
IWANTJA,519,Aug-19,3
CROMER,5200,Aug-19,2
MACGILLIVRAY,5217,Aug-19,1
KINGSCOTE,5223,Aug-19,2
IWANTJA,525,Aug-19,1
HINDMARSH ISLAND,5253,Aug-19,2
HAHNDORF,5278,Aug-19,6
BLAKISTON,5292,Aug-19,1
MANNUM,5298,Aug-19,11
LITTLEHAMPTON,5324,Aug-19,2
TOTNESS,5336,Aug-19,3
MOUNT BARKER,5350,Aug-19,79
SPRINGTON,5363,Aug-19,3
TAUNTON,5367,Aug-19,1
TUNGKILLO,5371,Aug-19,1
BALHANNAH,5399,Aug-19,3
OAKBANK,5409,Aug-19,3
WOODSIDE,5427,Aug-19,4
MOUNT BARKER SUMMIT,5437,Aug-19,1
KANPI,544,Aug-19,1
BRUKUNGA,5441,Aug-19,1
KANMANTOO,5449,Aug-19,1
NAIRNE,5457,Aug-19,3
AVOCA DELL,5466,Aug-19,1
BURDETT,5474,Aug-19,4
BLETCHLEY,5484,Aug-19,2
FINNISS,5487,Aug-19,3
STRATHALBYN,5502,Aug-19,22
LANGHORNE CREEK,5517,Aug-19,1
MIMILI,552,Aug-19,5
MURRAY BRIDGE,5525,Aug-19,134
MURRAY BRIDGE EAST,5537,Aug-19,9
MURRAY BRIDGE NORTH,5546,Aug-19,1
RIVERGLADES,5562,Aug-19,3
SUNNYSIDE,5566,Aug-19,1
MONARTO SOUTH,5593,Aug-19,1
WEST HINDMARSH,56,Aug-19,8
ANGAS PLAINS,5625,Aug-19,1
BELVIDERE,5627,Aug-19,1
WONGULLA,5638,Aug-19,1
CANNAWIGARA,5648,Aug-19,1
NYAPARI,566,Aug-19,1
BUCKINGHAM,5661,Aug-19,1
KEITH,5690,Aug-19,4
JERVOIS,5716,Aug-19,1
WILLYAROO,5721,Aug-19,1
CLAYTON BAY,5728,Aug-19,1
PIPALYATJARA,573,Aug-19,2
MILANG,5735,Aug-19,3
COORONG,5753,Aug-19,1
MENINGIE,5759,Aug-19,3
COONALPYN,5772,Aug-19,4
TINTINARA,5784,Aug-19,1
BORDERTOWN,5796,Aug-19,8
MAGAREY,5808,Aug-19,1
MILLICENT,5814,Aug-19,20
KINGSTON SE,5835,Aug-19,1
PUKATJA,585,Aug-19,6
BRAY,5852,Aug-19,3
ROBE,5860,Aug-19,5
NANGWARRY,5878,Aug-19,1
PENOLA,5889,Aug-19,2
NARACOORTE,5924,Aug-19,26
WILD DOG VALLEY,5940,Aug-19,1
UMUWA,595,Aug-19,1
LUCINDALE,5951,Aug-19,3
TAILEM BEND,5958,Aug-19,8
KI KI,5971,Aug-19,1
BEACHPORT,5975,Aug-19,3
KINGSTON ON MURRAY,6032,Aug-19,1
MOOROOK,6035,Aug-19,2
ROSEWORTHY,6049,Aug-19,2
TEMPLERS,6060,Aug-19,1
FREELING,6066,Aug-19,8
EDWARDSTOWN,608,Aug-19,40
MOUNT GAMBIER,6089,Aug-19,162
BURRUNGULE,6104,Aug-19,2
CAPE DOUGLAS,6107,Aug-19,2
LOXTON,6115,Aug-19,6
CARPENTER ROCKS,6144,Aug-19,1
GLENBURNIE,6166,Aug-19,2
MURTHO,6174,Aug-19,1
PARINGA,6182,Aug-19,1
KAPUNDA,6198,Aug-19,6
MELROSE PARK,620,Aug-19,7
SUTTONTOWN,6215,Aug-19,1
WORROLONG,6230,Aug-19,1
CRESCENT,6266,Aug-19,1
MOORAK,6302,Aug-19,1
NOVAR GARDENS,632,Aug-19,9
HANSBOROUGH,6320,Aug-19,1
LAMEROO,6339,Aug-19,5
YAMBA,6354,Aug-19,1
QUORN,6364,Aug-19,5
MONASH,6380,Aug-19,1
BERRI,6390,Aug-19,13
EUDUNDA,6412,Aug-19,1
WYE,6423,Aug-19,1
YAHL,6428,Aug-19,2
WORLDS END,6436,Aug-19,2
NEW PORT,644,Aug-19,2
WASLEYS,6446,Aug-19,1
PORT MACDONNELL,6461,Aug-19,1
RENMARK,6471,Aug-19,30
RENMARK NORTH,6483,Aug-19,1
RENMARK WEST,6497,Aug-19,2
RHYNIE,6522,Aug-19,1
RIVERTON,6525,Aug-19,2
PORT ADELAIDE,655,Aug-19,55
WUNKAR,6573,Aug-19,1
CADELL,6586,Aug-19,1
TRURO,6609,Aug-19,3
MORGAN,6637,Aug-19,3
TANUNDA,6656,Aug-19,6
LARGS BAY,667,Aug-19,35
PENRICE,6671,Aug-19,2
COBDOGLA,6693,Aug-19,1
OWEN,6716,Aug-19,2
BALAKLAVA,6728,Aug-19,11
BURRA,6760,Aug-19,4
LARGS NORTH,679,Aug-19,26
WAIKERIE,6798,Aug-19,7
CROYDON,68,Aug-19,15
CLARE,6830,Aug-19,11
MORPHETTS FLAT,6838,Aug-19,1
BLANCHETOWN,6856,Aug-19,3
PAISLEY,6868,Aug-19,1
GREENOCK,6873,Aug-19,3
ANGASTON,6898,Aug-19,9
PETERHEAD,691,Aug-19,16
NURIOOTPA,6927,Aug-19,19
STOCKWELL,6938,Aug-19,1
ANNADALE,6943,Aug-19,1
PETERBOROUGH,6959,Aug-19,11
LYNDOCH,6978,Aug-19,1
MOUNT CRAWFORD,6987,Aug-19,2
WILLIAMSTOWN,6996,Aug-19,2
BLACK HILL,7005,Aug-19,1
CAMBRAI,7012,Aug-19,1
OSBORNE,703,Aug-19,10
CUMMINS,7034,Aug-19,1
PORT AUGUSTA,7052,Aug-19,111
PORT PIRIE,7069,Aug-19,11
PORT PIRIE SOUTH,7081,Aug-19,15
PORT PIRIE WEST,7093,Aug-19,28
RISDON PARK,7105,Aug-19,30
RISDON PARK SOUTH,7117,Aug-19,12
COWELL,7127,Aug-19,3
LUCKY BAY,7133,Aug-19,1
HART,7143,Aug-19,1
GULNARE,7149,Aug-19,1
TAPEROO,715,Aug-19,31
KADINA,7154,Aug-19,13
WALLAROO MINES,7181,Aug-19,1
WILLAMULKA,7188,Aug-19,2
PORT KENNY,7207,Aug-19,2
GLADSTONE,7219,Aug-19,1
LAURA,7224,Aug-19,4
NORTH BEACH,7235,Aug-19,5
WALLAROO,7244,Aug-19,18
PORT NEILL,7255,Aug-19,1
KIDMAN PARK,727,Aug-19,15
PORT LINCOLN,7271,Aug-19,140
BOSTON,7281,Aug-19,2
CHARLTON GULLY,7285,Aug-19,1
COFFIN BAY,7288,Aug-19,2
DUCK PONDS,7327,Aug-19,1
JAMESTOWN,7353,Aug-19,2
PORT HUGHES,7368,Aug-19,1
MILE END,739,Aug-19,45
STREAKY BAY,7399,Aug-19,3
CEDUNA,7409,Aug-19,39
MELROSE,7421,Aug-19,2
MOONTA,7462,Aug-19,9
MOONTA BAY,7474,Aug-19,4
CLINTON,7485,Aug-19,1
NORTH MOONTA,7508,Aug-19,2
MILE END SOUTH,751,Aug-19,3
DENIAL BAY,7525,Aug-19,1
PENONG,7536,Aug-19,1
BOOKABIE,7544,Aug-19,1
LEWISTON,7584,Aug-19,4
TWO WELLS,7614,Aug-19,14
THEBARTON,763,Aug-19,7
TARPEENA,7631,Aug-19,2
KALANGADOO,7640,Aug-19,1
MOUNT BURR,7651,Aug-19,1
PORT AUGUSTA WEST,7663,Aug-19,38
PORT PATERSON,7674,Aug-19,2
WAMI KATA,7679,Aug-19,1
CRYSTAL BROOK,7687,Aug-19,2
SOLOMONTOWN,7699,Aug-19,9
WHYALLA,7712,Aug-19,44
WHYALLA PLAYFORD,7724,Aug-19,23
MULLAQUANA,7741,Aug-19,5
TORRENSVILLE,775,Aug-19,35
WHYALLA NORRIE,7751,Aug-19,129
WHYALLA STUART,7763,Aug-19,81
SNOWTOWN,7773,Aug-19,1
YORKETOWN,7789,Aug-19,1
FOUL BAY,7792,Aug-19,2
CURRAMULKA,7800,Aug-19,1
BRAMFIELD,7804,Aug-19,1
THEVENARD,7810,Aug-19,8
YALATA,7826,Aug-19,3
MARION BAY,7838,Aug-19,2
WUDINNA,7868,Aug-19,1
BROOKLYN PARK,787,Aug-19,24
KARCULTABY,7873,Aug-19,1
PARHAM,7880,Aug-19,4
THOMPSON BEACH,7887,Aug-19,1
PERNATTY,7921,Aug-19,1
WARNERTOWN,7924,Aug-19,1
PORT WAKEFIELD,7944,Aug-19,15
ARTHURTON,7955,Aug-19,1
BALGOWAN,7959,Aug-19,1
MAITLAND,7965,Aug-19,10
CLARENCE PARK,799,Aug-19,14
STIRLING NORTH,7994,Aug-19,11
CROYDON PARK,80,Aug-19,27
NAPPERBY,8019,Aug-19,2
WHYALLA BARSON,8030,Aug-19,2
WHYALLA JENKINS,8045,Aug-19,5
IRON BARON,8056,Aug-19,4
IRON KNOB,8058,Aug-19,1
PORT BROUGHTON,8068,Aug-19,3
RAMSAY,8078,Aug-19,1
COOBOWIE,8100,Aug-19,1
GOODWOOD,811,Aug-19,10
DAVENPORT,8124,Aug-19,2
EDITHBURGH,8141,Aug-19,1
BLYTH,8165,Aug-19,1
MALLALA,8191,Aug-19,2
REDBANKS,8200,Aug-19,1
REEVES PLAINS,8205,Aug-19,3
LOCHIEL,8210,Aug-19,1
YADLAMALKA,8226,Aug-19,1
KINGS PARK,823,Aug-19,1
PASKEVILLE,8239,Aug-19,2
BOORS PLAIN,8249,Aug-19,1
PINNAROO,8313,Aug-19,2
MILLSWOOD,833,Aug-19,6
ADELAIDE AIRPORT,8343,Aug-19,11
GLOSSOP,8366,Aug-19,3
BARMERA,8378,Aug-19,8
HAMLEY BRIDGE,8402,Aug-19,1
GLENDAMBO,8426,Aug-19,4
COPLEY,8438,Aug-19,2
WAYVILLE,845,Aug-19,12
COOBER PEDY,8476,Aug-19,31
MARLA,8498,Aug-19,1
OLYMPIC DAM,8504,Aug-19,2
ROXBY DOWNS,8519,Aug-19,10
BELTANA,8530,Aug-19,1
ASHFORD,857,Aug-19,2
BLACK FOREST,869,Aug-19,11
EVERARD PARK,881,Aug-19,6
FORESTVILLE,893,Aug-19,6
KESWICK,905,Aug-19,11
LOCKLEYS,917,Aug-19,8
DEVON PARK,92,Aug-19,7
UNDERDALE,929,Aug-19,10
COWANDILLA,941,Aug-19,6
HILTON,953,Aug-19,24
MARLESTON,965,Aug-19,10
RICHMOND,977,Aug-19,9
WEST RICHMOND,989,Aug-19,7
NORTH HAVEN,1000,Sep-19,13
EXETER,1013,Sep-19,8
SEMAPHORE,1025,Sep-19,20
DUDLEY PARK,103,Sep-19,9
SEMAPHORE PARK,1037,Sep-19,21
SEMAPHORE SOUTH,1049,Sep-19,7
WEST LAKES SHORE,1061,Sep-19,17
WEST LAKES,1073,Sep-19,47
GRANGE,1085,Sep-19,39
HENLEY BEACH,1097,Sep-19,22
HENLEY BEACH SOUTH,1109,Sep-19,9
TENNYSON,1121,Sep-19,4
FINDON,1131,Sep-19,65
RENOWN PARK,114,Sep-19,18
SEATON,1146,Sep-19,61
FULHAM,1158,Sep-19,7
FULHAM GARDENS,1170,Sep-19,15
FULHAM GARDENS,1179,Sep-19,3
WEST BEACH,1183,Sep-19,10
FLINDERS PARK,1195,Sep-19,22
BROMPTON,1207,Sep-19,34
HINDMARSH,1219,Sep-19,22
NORTH PLYMPTON,1231,Sep-19,9
CAMDEN PARK,1243,Sep-19,23
PLYMPTON,1255,Sep-19,50
RIDLEYTON,126,Sep-19,27
PLYMPTON PARK,1267,Sep-19,21
SOUTH PLYMPTON,1279,Sep-19,16
CLARENCE GARDENS,1291,Sep-19,13
MALVERN,1303,Sep-19,5
UNLEY,1315,Sep-19,16
UNLEY PARK,1326,Sep-19,4
CLAPHAM,1337,Sep-19,1
HAWTHORN,1348,Sep-19,11
HAWTHORN,1357,Sep-19,1
KINGSWOOD,1361,Sep-19,7
GLENELG SOUTH,1373,Sep-19,6
WEST CROYDON,138,Sep-19,23
OAKLANDS PARK,1384,Sep-19,146
COLONEL LIGHT GARDENS,1396,Sep-19,6
CUMBERLAND PARK,1408,Sep-19,10
DAW PARK,1420,Sep-19,5
PANORAMA,1432,Sep-19,9
WESTBOURNE PARK,1444,Sep-19,15
WARRADALE,1456,Sep-19,16
DARLINGTON,1468,Sep-19,7
SEACOMBE GARDENS,1480,Sep-19,23
SEACOMBE HEIGHTS,1492,Sep-19,3
ALLENBY GARDENS,150,Sep-19,11
STURT,1504,Sep-19,11
BRIGHTON,1516,Sep-19,11
DOVER GARDENS,1528,Sep-19,20
HOVE,1540,Sep-19,3
NORTH BRIGHTON,1552,Sep-19,7
KESWICK TERMINAL,1563,Sep-19,2
GLANDORE,1575,Sep-19,16
KURRALTA PARK,1587,Sep-19,35
NETLEY,1599,Sep-19,4
MITCHELL PARK,1610,Sep-19,41
BEVERLEY,162,Sep-19,19
MORPHETTVILLE,1623,Sep-19,15
PARK HOLME,1635,Sep-19,15
GLENGOWRIE,1647,Sep-19,13
SOMERTON PARK,1659,Sep-19,16
GLENELG,1671,Sep-19,46
GLENELG EAST,1683,Sep-19,16
GLENELG NORTH,1695,Sep-19,25
ADELAIDE,17,Sep-19,560
SOUTH BRIGHTON,1708,Sep-19,14
KINGSTON PARK,1719,Sep-19,2
MARINO,1729,Sep-19,3
KILKENNY,174,Sep-19,47
SEACLIFF,1740,Sep-19,18
SEACLIFF PARK,1752,Sep-19,10
SEAVIEW DOWNS,1764,Sep-19,19
BELLEVUE HEIGHTS,1776,Sep-19,2
EDEN HILLS,1787,Sep-19,5
BLACKWOOD,1799,Sep-19,10
COROMANDEL VALLEY,1810,Sep-19,1
CRAIGBURN FARM,1821,Sep-19,2
BELAIR,1841,Sep-19,5
GLENALTA,1853,Sep-19,1
OTTOWAY,186,Sep-19,10
HYDE PARK,1864,Sep-19,11
NEWTON,1876,Sep-19,24
DERNANCOURT,1888,Sep-19,16
PARADISE,1900,Sep-19,25
ATHELSTONE,1912,Sep-19,13
LOWER MITCHAM,1924,Sep-19,4
ROSE PARK,1940,Sep-19,5
HEATHPOOL,1951,Sep-19,2
KENSINGTON,1960,Sep-19,10
KENSINGTON GARDENS,1971,Sep-19,4
PENNINGTON,198,Sep-19,23
KENSINGTON PARK,1983,Sep-19,3
LEABROOK,1995,Sep-19,1
MARRYATVILLE,2007,Sep-19,4
ST MORRIS,2018,Sep-19,2
TRINITY GARDENS,2029,Sep-19,8
MARDEN,2059,Sep-19,24
PAYNEHAM,2071,Sep-19,11
PAYNEHAM SOUTH,2083,Sep-19,3
ROYSTON PARK,2094,Sep-19,6
ROSEWATER,210,Sep-19,34
AULDANA,2103,Sep-19,2
MAGILL,2112,Sep-19,22
ROSSLYN PARK,2124,Sep-19,2
EVANDALE,2134,Sep-19,11
HACKNEY,2146,Sep-19,16
MAYLANDS,2158,Sep-19,11
ST PETERS,2170,Sep-19,9
STEPNEY,2182,Sep-19,14
FELIXSTOW,2194,Sep-19,16
FIRLE,2206,Sep-19,4
GLYNDE,2218,Sep-19,10
WINGFIELD,222,Sep-19,24
MITCHAM,2230,Sep-19,1
NETHERBY,2242,Sep-19,1
TORRENS PARK,2260,Sep-19,7
EASTWOOD,2272,Sep-19,15
FREWVILLE,2285,Sep-19,11
FULLARTON,2297,Sep-19,20
HIGHGATE,2308,Sep-19,5
